18	220000
18	500000
18	920000
18	1420000
18	1800000
18	2200000
18	2540000
18	2780000
18	3140000
18	3540000
18	3960000
18	4400000
18	4660000
18	4940000
18	5160000
18	5340000
18	5560000
18	5760000
18	5920000
18	6260000
18	6340000
18	6460000
18	6540000
18	6720000
18	6820000
18	7000000
18	7240000
18	7420000
18	7660000
18	7760000
18	7960000
18	8180000
18	8400000
18	8720000
18	8880000
18	9160000
18	9420000
18	9720000
18	9940000
18	10180000
18	10360000
18	10620000
18	10840000
18	11020000
18	11400000
18	11500000
18	11660000
18	12000000
18	12360000
18	12640000
18	12900000
18	13140000
18	13180000
18	13280000
18	13540000
18	13760000
18	13980000
18	14100000
18	14280000
18	14560000
18	14780000
18	15120000
18	15420000
18	15740000
18	16040000
18	16360000
18	16500000
18	16820000
18	17120000
18	17340000
18	17520000
18	17840000
18	18040000
18	18160000
18	18380000
18	18720000
18	18940000
18	19200000
18	19360000
18	19520000
18	19720000
18	19920000
18	20060000
18	20240000
18	20420000
18	20560000
18	20700000
18	20880000
18	21380000
18	21840000
18	22420000
18	22800000
18	22980000
18	23500000
18	23960000
18	24580000
18	25020000
18	25460000
18	25820000
18	26160000
18	26280000
18	26840000
18	27380000
18	27640000
18	28080000
18	28640000
18	28840000
18	29040000
18	29400000
18	29600000
18	30020000
18	30360000
18	30820000
18	31300000
18	31920000
18	32180000
18	33180000
18	33840000
18	34580000
18	35220000
18	35680000
18	36140000
18	36440000
18	36580000
18	36740000
18	37020000
18	37220000
18	37400000
18	37580000
18	37800000
18	37840000
18	37960000
18	38080000
18	38180000
18	38280000
18	38760000
18	39080000
18	39340000
18	39640000
18	39860000
18	40180000
18	40360000
18	40740000
18	41060000
18	41300000
18	41420000
18	41520000
18	41720000
18	41900000
18	42160000
18	42360000
18	42700000
18	42940000
18	43140000
18	43300000
18	43560000
18	43800000
18	44260000
18	44620000
18	45020000
18	45400000
18	45780000
18	46060000
18	46500000
18	46740000
18	47180000
18	47280000
18	47460000
18	47580000
18	47920000
18	48380000
18	48720000
18	48820000
18	49240000
18	49620000
18	50040000
18	50280000
18	50440000
18	50740000
18	50960000
18	51180000
18	51380000
18	51520000
18	51820000
18	51920000
18	52400000
18	52720000
18	52880000
18	53400000
18	53480000
18	53820000
18	54240000
18	54440000
18	54680000
18	54960000
18	55180000
18	55400000
18	55500000
18	55700000
18	55820000
18	55980000
