track type=bedGraph name='ULB_CC2.18.18.20000.dealed.is260001.ids200001.insulation' description='ULB_CC2.18.18.20000.dealed.is260001.ids200001.insulation - insutation score' visibility=full autoScale=off viewLimits=0:2 color=0,0,0 altColor=100,100,100
18	0	20000	NA
18	20000	40000	NA
18	40000	60000	NA
18	60000	80000	NA
18	80000	100000	NA
18	100000	120000	NA
18	120000	140000	NA
18	140000	160000	NA
18	160000	180000	NA
18	180000	200000	NA
18	200000	220000	NA
18	220000	240000	NA
18	240000	260000	NA
18	260000	280000	-1.05385655480901
18	280000	300000	-0.654703577723571
18	300000	320000	-0.311518404587231
18	320000	340000	-0.182771105770521
18	340000	360000	-0.0863576153680252
18	360000	380000	-0.00411065957036246
18	380000	400000	0.0217410029755793
18	400000	420000	0.0670900111744486
18	420000	440000	0.104738216640946
18	440000	460000	0.151756735027651
18	460000	480000	0.161049446349913
18	480000	500000	0.111790733957938
18	500000	520000	0.0142682011041136
18	520000	540000	-0.00190948360915195
18	540000	560000	-0.00704936729593587
18	560000	580000	0.0970370761462688
18	580000	600000	0.11560677365252
18	600000	620000	0.0896995482756727
18	620000	640000	0.00618702353785528
18	640000	660000	-0.0692493788439741
18	660000	680000	-0.164992175362349
18	680000	700000	-0.264661845341993
18	700000	720000	-0.359792432313137
18	720000	740000	-0.446202248721806
18	740000	760000	-0.523478931429167
18	760000	780000	-0.560506031896173
18	780000	800000	-0.6215591820495
18	800000	820000	-0.66033970617412
18	820000	840000	-0.698064472770065
18	840000	860000	-0.760232714426715
18	860000	880000	-0.730566837215168
18	880000	900000	-0.623082964475622
18	900000	920000	-0.567311381787244
18	920000	940000	-0.505423283887812
18	940000	960000	-0.430099976717466
18	960000	980000	-0.434171417531633
18	980000	1000000	-0.378103367522914
18	1000000	1020000	-0.311105934836446
18	1020000	1040000	-0.266196686367976
18	1040000	1060000	-0.269462611880392
18	1060000	1080000	-0.234418330825052
18	1080000	1100000	-0.243406839870786
18	1100000	1120000	-0.298752155212746
18	1120000	1140000	-0.273306777106015
18	1140000	1160000	-0.271383671297843
18	1160000	1180000	-0.313080115430645
18	1180000	1200000	-0.355788411193477
18	1200000	1220000	-0.391878037793243
18	1220000	1240000	-0.429614149600824
18	1240000	1260000	-0.470505217183847
18	1260000	1280000	-0.540660305639457
18	1280000	1300000	-0.571392733911344
18	1300000	1320000	-0.689929768335066
18	1320000	1340000	-0.780015818516569
18	1340000	1360000	-0.836104128884142
18	1360000	1380000	-0.901080189045595
18	1380000	1400000	-0.962194486940144
18	1400000	1420000	-0.955286802459578
18	1420000	1440000	-0.919620931931071
18	1440000	1460000	-0.859774291543213
18	1460000	1480000	-0.700078507057048
18	1480000	1500000	-0.539788956243704
18	1500000	1520000	-0.394791920479803
18	1520000	1540000	-0.301967785222859
18	1540000	1560000	-0.189933908624315
18	1560000	1580000	-0.0490296447128987
18	1580000	1600000	0.0701662487561419
18	1600000	1620000	0.151505442835242
18	1620000	1640000	0.179988945960593
18	1640000	1660000	0.147053198391886
18	1660000	1680000	0.0933910525553796
18	1680000	1700000	0.0573654681682451
18	1700000	1720000	-0.047181903691394
18	1720000	1740000	-0.152066258288846
18	1740000	1760000	-0.303232698652707
18	1760000	1780000	-0.452577172745514
18	1780000	1800000	-0.561647071892268
18	1800000	1820000	-0.614207949018961
18	1820000	1840000	-0.68361482730439
18	1840000	1860000	-0.582023897809676
18	1860000	1880000	-0.50136091667677
18	1880000	1900000	-0.451202189369504
18	1900000	1920000	-0.387981219918449
18	1920000	1940000	-0.31049154715818
18	1940000	1960000	-0.249852126212634
18	1960000	1980000	-0.219860075565321
18	1980000	2000000	-0.157165257194605
18	2000000	2020000	-0.0727272848092313
18	2020000	2040000	-0.0366900093000327
18	2040000	2060000	0.0116608813673451
18	2060000	2080000	0.0504096002311057
18	2080000	2100000	0.0575674680731032
18	2100000	2120000	0.0488635553101518
18	2120000	2140000	0.0353643525313467
