18	40000
18	160000
18	280000
18	520000
18	720000
18	860000
18	980000
18	1180000
18	1300000
18	1460000
18	1800000
18	2080000
18	2420000
18	2560000
18	2720000
18	2840000
18	2980000
18	3200000
18	3300000
18	3460000
18	3700000
18	3860000
18	4060000
18	4240000
18	4420000
18	4660000
18	4940000
18	5140000
18	5300000
18	5580000
18	5720000
18	5920000
18	6100000
18	6340000
18	6620000
18	7040000
18	7380000
18	7760000
18	8200000
18	8400000
18	8860000
18	9140000
18	9440000
18	9720000
18	10220000
18	10360000
18	10820000
18	10920000
18	11500000
18	11640000
18	11960000
18	12380000
18	12580000
18	13140000
18	13180000
18	13280000
18	13540000
18	13760000
18	14060000
18	14260000
18	14560000
18	14780000
18	15140000
18	15420000
18	15760000
18	16160000
18	16500000
18	16840000
18	17000000
18	17280000
18	17500000
18	17660000
18	17880000
18	18040000
18	18120000
18	18340000
18	18600000
18	18720000
18	18940000
18	19200000
18	19460000
18	19540000
18	19720000
18	19920000
18	20040000
18	20200000
18	20320000
18	20460000
18	20600000
18	20700000
18	20860000
18	21200000
18	21520000
18	21740000
18	22000000
18	22280000
18	22580000
18	22980000
18	23520000
18	23920000
18	24180000
18	24660000
18	25060000
18	25460000
18	26140000
18	26820000
18	27620000
18	28080000
18	28840000
18	29060000
18	29300000
18	29400000
18	29620000
18	29900000
18	30060000
18	30360000
18	30660000
18	30880000
18	31200000
18	31360000
18	31580000
18	31940000
18	32120000
18	32380000
18	32520000
18	32740000
18	32940000
18	33100000
18	33220000
18	33840000
18	34020000
18	34480000
18	35020000
18	35360000
18	35680000
18	36160000
18	36520000
18	36660000
18	36760000
18	37020000
18	37240000
18	37360000
18	37560000
18	37700000
18	37800000
18	38060000
18	38320000
18	38760000
18	39100000
18	39320000
18	39640000
18	40160000
18	40380000
18	40740000
18	41020000
18	41380000
18	41520000
18	41760000
18	41900000
18	42040000
18	42200000
18	42400000
18	42940000
18	43300000
18	43560000
18	43780000
18	44300000
18	44620000
18	45020000
18	45420000
18	45660000
18	45780000
18	46060000
18	46300000
18	46500000
18	46780000
18	47060000
18	47180000
18	47480000
18	47600000
18	47720000
18	47880000
18	48020000
18	48300000
18	48520000
18	48820000
18	49240000
18	49620000
18	50020000
18	50240000
18	50360000
18	50520000
18	50700000
18	50780000
18	50960000
18	51140000
18	51220000
18	51380000
18	51520000
18	51700000
18	51780000
18	51920000
18	52080000
18	52240000
18	52400000
18	52560000
18	52700000
18	52900000
18	53140000
18	53400000
18	53580000
18	53860000
18	54240000
18	54440000
18	54720000
18	55020000
18	55160000
18	55400000
18	55500000
18	55700000
18	55820000
18	55980000
